contextText,location_fromMOH,searchCriteria_list1,searchCriteria_type,source_bNumber,source_fileName,time_year
"bedding—the rest were chiefly for dirty rooms and dilapidations. twelve of the outworkers were in receipt of poor relief, 7 had old age pensions, 87 depended upon their work for daily needs, and had no other source of income. in 61 cases the husbands were out of work and the wives supported the whole family. nearly 80 per cent. were reported to be in good health, 2 had phthisis ; the rest were ailing. two notices were served upon employers to the effect that the homeworkers were at work in unwholesome premises and asking that the issue of homework should",Finsbury,wives,single term search,b18106171,Finsbury.1910.b18106171.txt,1910
"to do their part, it also behoves the local authorities who control the administration of local affairs, and who, therefore, have the management of the health interests of the people, by far the greatest of all interests which they direct, to do their part; and particularly to see that the wives of the labouring classes, who enter upon matrimony in absolute ignorance of all matters appertaining to maternity, shall receive adequate instruction after, as well as just prior to, their lyingin. happily most authorities in the country have determined to do their duty, and not a few in the county",IslingtonMetropolitanBorough,wives,single term search,b18248494,IslingtonMetropolitanBorough.1910.b18248494.txt,1910
"848 cases of illness notified from schools, visited 1633 2155 783 1301 5,872 „ „ ,, „ re-visited 1089 1427 1066 1241 4,823 number of rooms disinfected after consumption 4 40 27 35 106 cancer 9 3 1 2 15 other diseases 29 11 8 6 54 number of mid wives disinfected 3 4 3 3 13 „ cases of consumption visited 63 70 89 126 348 inspection of mews, stables, etc. 44 44 49 39 176 ,, of dairies, milkshops. etc 92 122 120 138 472 ,, of slaughterhouses 27 21 14 6 68 ,, re miscellaneous matters 61",Willesden,wives,single term search,b19796651,Willesden.1910.b19796651.txt,1910
"attached to the contributions made in the year 1909-10, it would not be possible to make any payment for the year 1910-11. report of tlie medical officer of health. 73 midwives act, 1902. the number of midwives giving addresses in london whose names appear on the roll of mid- registrator wives for 1911 is 3,797. this number includes midwives who may perhaps have removed from the county, but, owing to the fact that they are not practising, their present addresses have not been reported to the central midwives board, and consequently appear as london addresses. of this number, 578 notified",LondonCountyCouncil,wives,single term search,b18252606,LondonCountyCouncil.1911.b18252606.txt,1911
"midwife had ceased attendance. in the district in question a large percentage of young girls are employed in factories which are numerous in the immediate vicinity. they get married, when they are very young, and are quite ignorant of everything which can be of the least advantage to them as wives and mothers. it is the duty of the health visitor to visit these homes and supply them with information when it is most needed. i am pleased to say that the services of the health visitor are appreciated by these young mothers, who are willing and eager to learn",Stepney,wives,single term search,b19822741,Stepney.1911.b19822741.txt,1911
"grandparents, uncles, aunts:— males. females. males. females, positive 41 23 none 76 38 doubtful 10 9 unknown 27 31 males females. married 70 55 no family 23 17 not known 1 13 families with children tuberculous 8 7 families without known tuberculous children 39 18 46 in six instances tuberculous wives had husbands also affected ; in one case the woman's first husband also was phthisical. in 33 instances patients had consumptive brothers or sisters. in 32 instances there had been opportunities of infection from relatives. of the 507 cases of pulmonary tuberculosis visited by the health society during the",CityofWestminster,wives,single term search,b18247763,CityofWestminster.1911.b18247763.txt,1911
"of pulmonary tuberculosis recorded during the year (including 58 fatal cases), tuberculous family histories were obtained in 183 instances. the histories obtained can be grouped as below. disease known in one or both parents 83 „ „ parents and brothers, sisters 39 ,, „ brothers, sisters 30 „ „ husbands, wives 18 „ ,, children 15 „ „ grandparents, uncles, aunts 33 of the 163 persons who died of pulmonary tuberculosis during the year, the department had notification records of 102 extending back for some years—in one case to 1906. an analysis of the frequency of repeated notification and of",PaddingtonMetropolitanBorough,wives,single term search,b18245250,PaddingtonMetropolitanBorough.1911.b18245250.txt,1911
"— 1 skating instructor 1 — 1 stoker 1 — 1 stone merchant 1 — 1 superintendent mav.b 1 — 1 telegraphist 1 — 1 tobacconist 1 — 1 valet 1 1 waiter 1 — 1 warder 1 — 1 warehouseman 1 — 1 wax maker 1 — 1 widows, wives and daughters of artisans 17 17 widows, wives and daughters of labouring classes — 24 24 widows, wives and daughters of clerks, tradesmen, etc. — 38 38 children of artisans — 2 2 children of labouring classes 4 1 5 children of clerks, tradesmen, etc. 1 1 2 jno",Wandsworth,wives,single term search,b18250798,Wandsworth.1911.b18250798.txt,1911
"1 tobacco moulder 1 dress and mantle makers 2 tooth-brush maker 1 fancy leather worker 1 traveller 1 feather curler 1 trunk finisher 1 fish frier 1 upholsterers 4 french polishers 3 warehousemen 3 glass beveller 1 window cleaner 1 hawkers 8 infant 1 housebreaker 1 school children 11 house wives 20 no information 46 200 55 public health (tuberculosis in hospitals) regulations, 1911. list of trades in which persons notified under these regulations were engaged. almanac mounter 1 labourer (printer) 1 assistant rabbi 1 leather workers 2 barber 1 limelight operators 1 barmaid 1 machinists 5 barmen 2 messenger",BethnalGreen,wives,single term search,b1810874x,BethnalGreen.1911.b1810874x.txt,1911
"greatly increased the clerical work. a list of all the births notified was required to be sent to the london county council weekly, and duplicate lists to the registrars at the close of each month. a considerable amount of correspondence was entailed in calling the attention of doctors and mid wives to their obligations under the new act. 80 in this same year, the home office asked for special returns as to the industrial employment of women, before and after child-birth, with the view of considering the advisability of introducing further legislation, restricting the employment of married women. exhaustive enquiries",CityofLondon,wives,single term search,b18253337,CityofLondon.1911.b18253337.txt,1911
11 13 8 12 44 10 25 22 23 80 30 16 16 8 70 other persons 277 302 336 346 1261 337 363 378 308 1386 317 338 271 223 1149 professional assistants 64 49 48 20 181 11 14 94 184 233 13 21 63 297 394 mid wives 137 141 153 225 656 267 279 184 196 926 217 224 174 217 832 doctors 62 75 83 62 282 86 100 79 111 376 102 123 133 122 480 workhouse 33 31 23 211 108 27 39 94 26 116 18 27 23 19 87 home of,StPancrasMetropolitanBorough,wives,single term search,b18251948,StPancrasMetropolitanBorough.1911.b18251948.txt,1911
"but also that their servants long for the amusements of london which they can obtain so cheaply and so abundantly there, people with limited means, too, discover after a while that although rates and rents may be less, yet living is dearer ; and that frequent visits to town by wives and children for clothing and the like, together with the cost of season tickets for the male members of a family, more than counterbalance other gains ; and that after all the pleasures of the garden in summer, a fortnight to a month of which is lost during the",IslingtonMetropolitanBorough,wives,single term search,b18248500,IslingtonMetropolitanBorough.1911.b18248500.txt,1911
"only in casual employment. some were blind, ill, consumptive, youthful, or under-sized. some were epileptics, some were in the poor law infirmary or workhouse. a few were in prison. in the slums it is not uncommon to find that the fathers contribute little or nothing towards the support of their wives or families. occasionally a father is found who has not given his wife a 30 single penny since their marriage. even when the father does wholly or in part support the family, the mother, as often as not, does not know how much he earns or where he works.",Finsbury,wives,single term search,b18110836,Finsbury.1912.b18110836.txt,1912
"1,000, compared with .025 in 1911, .016 in 1910, and .034 in 1909. the case-rate per 1,000 births was 4.0, compared with 3.5 in 1911, 2.8 in 1910, and 37 in 1909 ; and for the whole of london 3.4, compared with 27. in seven of the cases registered mid wives only were employed, while five of the cases were miscarriages, and three were premature. no nurses had free baths, one came from lambeth, eight were district or surgical nurses, and the remainder had baths at their own homes. in 26 cases the personal clothing of the nurse was disinfected.",Wandsworth,wives,single term search,b18250804,Wandsworth.1912.b18250804.txt,1912
"13 18 unknown 71 24 39 mates. females. single (including 25 children) 94 72 married 92 69 widowed 4 14 unknown 33 — no family 22 12 not known 12 11 families with children tuberculous 17 14 families without known tuberculous children 45 46 males. females. males. females. husbands or wives brothers and sisters tuberculous 5 10 tuberculous 17 12 occupations of persons notified in 1911-12. outdoor. indoor. present. past. present. past. males. males. motor drivers, conductors, &c. 12 1 baker tailors 28 1 army packers 8 1 army 1 merchant service 1 out door porter carmen, horse 8 1",CityofWestminster,wives,single term search,b18247775,CityofWestminster.1912.b18247775.txt,1912
"be evident. the hearty and intelligent cooperation of the community at large, and especially of all sufferers from tuberculosis, is, however, essential, in order to produce the best results in the way of diminishing the incidence of the disease. 36 f.—means for preventing mortality in childbirth and infancy. the mid wives act, 1902, is administered by the kent county council. there are 8 niidwives practising in the district, and they attend about one-half the number of confinements that occur. during the latter part of the year the council had under consideration the question of adopting the notification of births act,",Erith,wives,single term search,b19789671,Erith.1913.b19789671.txt,1913
"was not confirmed by subsequent observation. on the receipt of a notification of puerperal fever, the case is immediately investigated, and the facts communicated to the county medical officer of health, who has the administration of the midwives' act, 1902. at the end of 1912 there were 18 registered mid wives residing and carrying on their work in our district, compared with 19 for the previous year. during 1912 there were 281 midwives practising in middlesex and 358 not practising; four were removed from the midwives' roll by the central midwives' board and one cautioned. during that year 4 uncertified",Edmonton,wives,single term search,b19821852,Edmonton.1913.b19821852.txt,1913
"the ordinary working class population. few of the men are in regular employment, many probably as the result of vicious habits or heredity, are of such poor calibre as to be unable to do steady work. quite a third of the married men live habitually on the earnings of their wives and children, only picking up sufficient to enable themselves to spend most of their time lounging near the public house. among the older men and women drink is almost the universal evil; gambling is also prevalent, and is common even among the boys and girls. in one house a",Fulham,wives,single term search,b18110885,Fulham.1913.b18110885.txt,1913
"insurance act. the number of infants kept under supervision during 1912 shows an increase (665), the rate of mortality amongst them a decrease (25.52 per 1,000) in comparison with 1911. included under the heading “miscellaneous” are visits paid while carrying out investigations for the london county council inspector of mid wives and in connection with births not notified. the cases referred to this department by the hospitals have been very few. 259 visiting. (1) poplar health visiting association. no. of visits paid 993 removed before visit 32 died before visit 35 still-births 1 no. of re-visits paid 11,177 removed and",PoplarMetropolitanBorough,wives,single term search,b18245882,PoplarMetropolitanBorough.1913.b18245882.txt,1913
"increase in illegitimate births belonging to hampstead. the low and declining birth-rate is common to the whole country, and there can be little doubt that it must be due to deliberate restriction in child-bearing. it is a significant fact that at the last census period 1900-2, the fertility of english wives was lower than that recorded in any european country except france. the following extract from the census returns relating to married women of conceptive ages in hampstead elearly indicates the great change that is taking place in this direction:— census. no. of married women. total aged 15—45. aged 15—20.",HampsteadMetropolitanBorough,wives,single term search,b18254111,HampsteadMetropolitanBorough.1913.b18254111.txt,1913
"paralysed, or otherwise ailing, blind, 27 youthful, ill-developed or undersized. some were in the poor law infirmary or workhouse. some were in prison for stealing or illtreating their wives. in the slums it is not uncommon to find that the fathers contribute little or nothing towards the support of their wives or families. illustrative examples. 1. the mother was a cook, and ill with severe hæmorrhage. there were 4 children and the baby. the father had never worked, but was said to make a living ""by backing horses."" he stated that he would like ""to get the older children put",Finsbury,wives,single term search,b18110848,Finsbury.1913.b18110848.txt,1913
"impossible, of course, to dissociate the effects of married female labour from those of poverty, and in social questions causes and effects may occupy positions of mutual dependence and transferability. many of the women are occupied in the laundries, not from choice, but from necessity, and are widows or the wives of men whose earnings are insufficient to maintain the home in comfort. the excessive mortality from bronchitis and pneumonia is also in part one of the effects of married female labour. the mother has to take her baby to be cared for in the morning as she proceeds to",Acton,wives,single term search,b19783474,Acton.1913.b19783474.txt,1913
"25 general sanitary administration. ambulances 65 block dwellings 60 cleansing of persons act, 1897 62 common lodging houses 59 customs and inland revenue act 60 disinfection 61 5 general sanitary administration (continued). page house-to-house inspection 58 houses let in lodgings 56 housing, town planning, &c., act 55 inquests 64 mid wives act 68 mortuary 64 paving of back-yards and forecourts 57 sanitation of house property 52 sewer ventilation 58 shelter, temporary 62 smoke nuisances 56 underground rooms 55 van dwellings 58 water supply 60 protection of the food supply. butchers' shops 70 cow-houses 68 fish shops 70 ice cream 68",Battersea,wives,single term search,b18111208,Battersea.1913.b18111208.txt,1913
"tramcar washer 1 — 1 carried forward 154 25 179 128 report of the medical officer of health. table lxiii.—continued. males, females, totals brought forward 154 25 179 typist — 1 1 upholsteress — 1 1 wardress — 1 1 waterside labourer 1 — 1 woodchopper 1 — 1 widows, wives and daughters of artisans — 29 29 widows, wives and daughters of labouring classes — 27 27 widows, wives and daughters of clerks, tradesmen, etc. — 27 27 children of artisans 2 — 2 children of labouring classes 3 —' 3 no occupation 1 16 17 total 162 127",Wandsworth,wives,single term search,b18250816,Wandsworth.1913.b18250816.txt,1913
"the education committee was held to consider a letter from the board of education in reference to the provision of meals for the school children, but nothing more was done. a special council meeting was held on nth august, when it was resolved: ""that the payment of wages to the wives of those called out for service of the government shall continue as long as the war lasts."" it was rescinded on 27th october, 1914, and this substituted: ""that the council do make up their money to the amount of the wages received whilst employed by the council and that",Edmonton,wives,single term search,b1978868x,Edmonton.1914.b1978868x.txt,1914
"mothers were such a long way from the centre. the women's league of service has provided several mothers with free dinners where they were required. there was not so much poverty last winter as in former winter seasons, men out of work joined the army and so provided for their wives and families. there are a great many young inexperienced mothers who welcome the visits of the health visitor. many of them have no friends in london and are very glad to have advice 12 on the feeding, rearing and clothing of infants. the home talks are very much appreciated",Hammersmith,wives,single term search,b18116905,Hammersmith.1914.b18116905.txt,1914
"expenditure incurred by the authority or by voluntary agencies in the district will be paid through the council. 3. work to be undertaken in connection with plaistow maternity charity.—this will comprise the following: — (a) pre.natal.—the compilation of a register of expectant mothers, based on returns from the certified mid. wives in the district. 33 each mother will be visited by one of the council's servants or a voluntary worker, and advised to attend the maternity centre. a medical practitioner of the district will attend once weekly at a convenient place and will examine and advise all those presenting themselves.",Barking,wives,single term search,b19784077,Barking.1914.b19784077.txt,1914
"i think that at least two centres would be necessary as it is desirable that the mothers should not have too far to travel, it being difficult for them to go far or spend much on trams. the advice and treatment given at the maternity centres is needed for the wives of skilled artisans as well as by the very poor. to make this scheme a success the co-operation of working women's organisations, the women's co-operative guild, relief committee, etc. etc., should be obtained. i would draw the attention of the council to the fact that the new grant-in-aid for",Enfield,wives,single term search,b19789130,Enfield.1914.b19789130.txt,1914
"and other institutions undertaking maternity work (specifying each institution) :— (a) poplar and stepney sick asylum 41 (b) poplar workhouse 46 (c) stepney workhouse 12 (d) 31, sturry street 7 (e) nurses of st. john the divine 548 (f) nurses of dr. guinness' home 45 (2) births notified by mid wives who are in private practice 1,466 (3) births not coming within the first category notified by medical practitioners 915 (4) total number of births notified 4,650 (5) total number of births registered 5,082 maternity and child welfare. the following letter was received by the medical officer of health on",PoplarMetropolitanBorough,wives,single term search,b18245894,PoplarMetropolitanBorough.1914.b18245894.txt,1914
"silk merchant 1 — 1 soldier 1 — 1 solicitor 1 — 1 tarpavior 1 — 1 telephone operator 1 — 1 theatrical dresser — 1 1 tramcar driver 1 — 1 upholsterer 1 — 1 verger 1 — 1 waterman 1 — 1 window cleaner 1 — 1 widows, wives and daughters of labouring classes — 32 32 carried forward l6l 65 226 113 report of the medical officer of health. table lviii.—continued. males. females totals. brought forward 161 65 226 widows, wives and daughters of clerks, tradesmen, etc. — 28 28 widows, wives and daughters of artisans —",Wandsworth,wives,single term search,b18250828,Wandsworth.1914.b18250828.txt,1914
"babies' welcome, have to encounter a certain amount of opposition from relatives and neighbours. a large number of the women who attend, are of the more respectable class, and form the more reliable members of the welcomes. there are, however, some centres of which the members consist almost entirely of wives of casual labourers. in such centres, the attendance is generally more irregular; the mothers begin well, but need careful re-visiting to encourage them to continue the good beginning. it is felt that this re-visiting is well worth while, since the opportunities for helping in such cases are unlimited. one",Stepney,wives,single term search,b19822777,Stepney.1914.b19822777.txt,1914
"1 do. september 12 151, downham road 1 do. 21 63, caledonian road 1 do. october 3 65, campbell road 1 do. december 1 41, st. john's villas 1 do 31 men from one of the territorial regiments who were suffering from scabies were afforded bathing facilities. 177 [1914 mid wives attending shelter house for the purpose of disinfection after attendance on cases of puerparal fever. date of attendance. name. address. 1914. march 13 mrs. c. 5, arlington square ,, 17 nurse d. 222, liverpool road april 27 nurse b. 64, may ton street may 22 mrs. r. 1, canterbury",IslingtonMetropolitanBorough,wives,single term search,b18248536,IslingtonMetropolitanBorough.1914.b18248536.txt,1914
"at a reasonable price, is pressing and urgent. some of the mothers were personally and domestically dirty. one mother stated that she only washed herself when she went out to visit friends or to do some shopping. during the first few weeks of the war the mothers who were soldiers' wives were in great distress. later on they were much better off than they had been for years. they received a regular allowance, more than they had previously had from their husbands, and they had less persons to feed because their husbands were away. so much was this betterment appreciated",Finsbury,wives,single term search,b18117090,Finsbury.1914.b18117090.txt,1914
"st. olave wards. 1 2 3 4 5 6 1 2 3 st. olave. st. thomas. st. john. births notified— i i : i i ; i . i . i _ by guy's hospital 7 4 1,482 382 375 308 2 249 5 79 49 21 1 by mid wives 777 26 62 109 33 218 14 19 119. 129 43 4 1 by doctors 1,102 26 206 12 96 238 203 37 175 68 39 1 1 363 43 99 by parents 21 27 46 14 18 26 46 13 7 3 3.727 397 455 145 61 total",Bermondsey,wives,single term search,b18122061,Bermondsey.1914.b18122061.txt,1914
"food. it is impossible, 28 however, to dissociate the effects of married female labour from those of poverty, and in social questions causes and effects may occupy positions of mutual dependence and transferability. many of the women are occupied, not from choice, but from necessity, and are widows or the wives of men whose earnings are insufficient to maintain the home in comfort. the excessive mortality from bronchitis and pneumonia may also be one of the effects of married female labour. the mother has to take her baby to be cared for in the morning as she proceeds to work,",Deptford,wives,single term search,b18123697,Deptford.1914.b18123697.txt,1914
"to regard economic factors of some kind as lying behind it."" on the other hand, in a paper read by dr. dunlop on the ""fertility of marriage in scotland,"" a table is given which appears to indicate that the fertility of marriage has been decreasing; the average complete fertility of wives married at 20, previous to 1864, was 8.48; in the quinquennium 1865-69 this fell to 8.42; in the period 1870-74 to 8.04; in 1875-79 to 7.88; in 1880-84 to 7.59; and similar results are shown for each year of age in the table. various criticisms of these figures have,",LondonCountyCouncil,wives,single term search,b18252631,LondonCountyCouncil.1915.b18252631.txt,1915
"arrangement between the above bodies and this department has proceeded smoothly and harmoniously. still-births. at your request, visits were paid to all cases notified diiring november and december. it does not appear to me that any case is made out (in our borough, at any rate) for the theory that wives of soldiers, and a400 o 196 women who work during pregnancy, are unduly affected. the percenage of still-births for the period under review is 3.3 per cent. of the number of births notified. the approximate (i cannot give them quite correctly) figures for the same period 1914, was 1.9",PoplarMetropolitanBorough,wives,single term search,b18245900,PoplarMetropolitanBorough.1915.b18245900.txt,1915
"43 deaths probably due to alcohol, compared with 23, 31, 23, 18 and 31 in the five preceding years. of the 43 deaths, 17 were males and 26 females. as compared with 1913, the deaths show an increase of 6 males and 19 females. excessive drinking among women, especially among wives receiving separation allowance, was noted by many observers. it is no doubt one cause of the increased infant mortality 11 deaths occurred in the first quarter of the year, 6 in the second, 12 in the third, and 14 in the fourth. 75. the death-rate from alcoholism, peripheral neuritis",Woolwich,wives,single term search,b1982340x,Woolwich.1915.b1982340x.txt,1915
"the working classes owing to the large number of war office contracts being done in or within easy reach of the borough; second, to the separation allowances in the army, many young men who were hesitating about getting married did so on being accepted in the army, so that their wives might get their separation allowances; and, lastly, there may be a certain amount of sentiment about girls marrying soldiers. in table viii. of the appendix will be found particulars of numbers and rates in the three registration sub-districts. the numbers have been supplied by the superintendent registrar. deaths. in",Bermondsey,wives,single term search,b18122073,Bermondsey.1915.b18122073.txt,1915
"the council sent a request to the government for action to arrest rising prices of food and other necessaries. overcrowding"". conditions have never been so bad here, owing to a rush of munition workers from all parts, who desire to live near their work, and in many cases, two soldiers' wives limit their expenses by concentrating into one house instead of two. if stringent measures were taken to abate this, as no small houses are to be had, it would only lead to those dispersed producing over-crowding elsewhere. legislation. the government's activities have been reflected here to the local authority,",Edmonton,wives,single term search,b19821888,Edmonton.1916.b19821888.txt,1916
8 3 6 1 2 notified by —fathers 116 51 13 36 165 29 231 116 757 mothers 15 7 2 2 13 1 19 24 83 others persons 80 40 40 116 84 64 96 79 599 medical students 90 261 63 52 193 349 3 21 1032 mid wives 157 74 111 121 123 42 196 157 981 doctors 13 40 153 60 45 13 55 24 403 from workhouse — — — — — 92 — — 92 homes of hope — — — 27 — — — — 27 university college hospital — — 179 —,StPancras,wives,single term search,b18121147,StPancras.1916.b18121147.txt,1916
"10/- it is useless to speak of healthy children, and for the treasury to give grants for certain specialised work in connection with the care of mothers and infants if the *this figure is based on summer expenditure, and should be increased to 9d. for the present winter months. 9 wives and families of the men who are serving the country receive less than a subsistence allowance. owing to the shortage of medical and nursing staff, it has not been possible, during the year under review, to keep accurate records of the effects of feeding on school children, but the",Willesden,wives,single term search,b19796699,Willesden.1916.b19796699.txt,1916
(in registration subdistricts and wards) according to the person in attendance upon the mother in her confinement. births. w. s. e. n. total 4 5 7 8 3 6 1 2 attended in their own homes by— private doctors 105 104 24 74 218 33 259 125 942 private mid wives 149 17 3 34 86 5 219 244 757 doctors from new hospital for women 16 9 2 22 27 8 9 20 113 medical students from— university college hospital 65 180 2 11 148 248 4 16 674 „ middlesex hospital — 32 73 4 — — —,StPancras,wives,single term search,b19795269,StPancras.1917.b19795269.txt,1917
"requiring and not desiring visits 533 visited 3,883 removed and not traced 540 died 261 remaining under supervision 3,082 mortality per 1,000 births, including still-births 110.8 ,, „ excluding „ 84.3 „ visited 78.07 ,, ,, delivered in institutions 101.0 „ ,, ,, by doctors 85.0 ,, ,, „ mid wives 90.0 percentage of still births delivered in institutions 8.8 ,, „ ,, by doctors 3.7 ., „ ,, by mid wives 2.0 the feeding of the infants visited during the first fix months of life was as follows:— (1) those alive at end of completed year (december, 1916):— breast-fed",PoplarMetropolitanBorough,wives,single term search,b18245912,PoplarMetropolitanBorough.1917.b18245912.txt,1917
"of the notification of births act, 1907: — notification of births act, 1907. date of adoption—17th march, 1909. 1909. 1910. 1911. 1912. 1913. 1914. 1915. 1916. 1917. total number of births notified in each year since adoption 1,228 2,663 2,553 2,450 2,623 2,513 2,280 2,497 1,992 (a) attended by mid wives 642 1,298 1,282 1,412 1,340 1,338 1,226 1,314 1,095 (b) attended by doctors 586 1,365 1,271 1,038 1,283 1,175 1,054 1,183 897 number of still births notified in each year 16 51 24 71 53 36 42 61 47 number of births registered in each year 2,492 2,457 2,381",Greenwich,wives,single term search,b1987442x,Greenwich.1917.b1987442x.txt,1917
"during the period under report:— whole borough. bermondsey wards. rotherhithe wards. st. olave ward. st. thomas st. olave. st. john. 3 3 1 2 4 5 6 1 2 births notified by guy's hospital 869 205 235 105 ... 2 169 1 3 ... 44 25 20 16 „ mid wives 617 16 68. 78 95 35 140 74 49 34 9 3 „ doctors 403 9 16 34 59 49 16 106 66 41 5 1 1 25 „ parents 263 10 11 17 47 29 6 33 78 4 1 2 total 2,152 240 278 284 184 175",Bermondsey,wives,single term search,b18122103,Bermondsey.1918.b18122103.txt,1918
"in december the local government board was urged by my council to release labour and material for house repairs. overcrowding. ""conditions have never been so bad here, owing to a rush of munition workers from all parts, who desire to live near their work, and in many cases, two soldiers' wives limit their expenses by concentrating into one house instead of two. if stringent measures were taken to abate this, as no small houses are to be had, it would only lead to those, dispersed producing over-crowding elsewhere.""—annual report, 1916. this statement continues true at time of writing. legislation. the",Edmonton,wives,single term search,b19788708,Edmonton.1918.b19788708.txt,1918
"owing to the increased cost of milk and food, to raise the rate of parents' payments to is. for one child, is. 6d. for two, and 2s. for three. this is willingly paid by the majority. necessitous cases, such as the children of widows, women with invalided husbands, or soldiers' wives with small separation allowances, are admitted at a reduced fee, each case being considered by the house committee. streatham and clapham have no creches. expenditure. £ s. d putney, 1917 442 5 4 balham—march, 1917, to march, 1918 283 8 3 tooting—july 9th, 1917, to july 31st, 1918 567",Wandsworth,wives,single term search,b1812074x,Wandsworth.1918.b1812074x.txt,1918
"a mental, contagious, consumptive, or chronic nature are not admitted. in a certain number of beds preference is given to patients of french-speaking countries. accommodation:— no. of beds (average during 1919) 50 no. of in-patients admitted during 1919 660 (11) mothers' and babies' welcome and club for sailors' and soldiers' wives and relatives, 84, princess road, kilburn, n.w. 6. hon. secretary, mrs. howard figgis. the following is an extract from the annual report of the above for 1918-1919. ""mothers' and babies' welcome is held every tuesday afternoon; 1,241 attendances were made last year, 71 new babies were brought, and 1,439",Willesden,wives,single term search,b19796717,Willesden.1919.b19796717.txt,1919
"the need for mothers' pensions he found people who said, "" this plan may work well in america ; but it would be hopeless here, because the mothers would spend every penny in drink."" as against this argument it may be stated that lady beatty organised a fund for the wives and children of the sailors killed in action. she supplemented the war pensions by regular monthly cheques, so that these mothers need not go out to work, but could stay at home and look after their children. four hundred widows were cared for in this way, and out of",Hackney,wives,single term search,b18118173,Hackney.1919.b18118173.txt,1919
wards and registration sub-districts) according to the manner in which the mothers were attended in their confinements:— births. w. s. e. n. total 4 5 7 8 3 6 1 2 attended in their own homes by— private doctors 137 107 10 52 189 33 250 99 877 private mid wives 172 15 11 47 88 4 267 255 859 doctors from the elizabeth garrett anderson hospital 19 5 2 24 31 7 24 23 135 medical students from— university college hospital 89 237 7 11 182 138 5 10 679 „ middlesex hospital — 19 33 1 — —,StPancras,wives,single term search,b18121160,StPancras.1919.b18121160.txt,1919
"is impossible, however, under normal conditions to dissociate the effects of married female labour from those of poverty, and in social questions causes and effects may occupy positions of mutual dependence and transferability. many of the women are occupied, as much from choice, as necessity, or are widows or the wives of men whose payments to the upkeep of the home are insufficient to maintain it in comfort. the excessive mortality from bronchitis and pneumonia and premature births may also be one of the effects of married female labour. the mother has to take her baby to be cared for",Deptford,wives,single term search,b18123740,Deptford.1919.b18123740.txt,1919
"care of children, especially those whose ages might be counted in months rather than years. indeed, so long ago as 1878, your 11 [1919 medical officer of health when in practice in a dockyard town was so struck by the want of knowledge among mothers, where the artizans and their wives were of a superior class, that he raised his voice in a plea for the better training of mothers so that they might rear healthy children. at that time the late sir george turner was the medical officer of health of portsmouth, and he gave the writer opportunities to",Islington,wives,single term search,b18118227,Islington.1919.b18118227.txt,1919
"the district:— quarter ending money kind £ s. d. £ s. d. march 31st 417 2 0 129 0 7 june 30th 429 0 9 118 7 5 sept. 30th 447 13 2 137 17 1 dec. 31st 517 10 0 107 11 6 £1,811 5 11£492 16 7 to wives of interned aliens for march quarter only 26 19 6 nil. £1,838 5 5£492 16 7 (these figures do not include the acton green area.) food and drugs act. the following table has been kindly supplied by mr. r. robinson, chief officer of the control department, county council of",Acton,wives,single term search,b19783504,Acton.1920.b19783504.txt,1920
"the time to the preparation of the milk for these individual cases. the caretakers of the particular schools concerned were approached, in order that other possibilities of service might be considered, but the duties of these, particularly that of furnace stoking, rendered such an arrangement out of the question. the wives of the caretakers are not always on the premises and in some cases the caretaker has no wife, so that this suggested solution of the difficulty was unavailing. no other provision for the service of these meals has at present been made. the total number of special meals given",Willesden,wives,single term search,b19796729,Willesden.1920.b19796729.txt,1920
"treatment are sent to hospital, mainly to the london hospital and to the east londonhospital, shadwell. those needing skilled home nursing are referred to the east london nursing society, the borough council having an arrangement with the society for the nursing of such cases. nursing mothers and their babies, the wives of unemployed ex service men who would benefit by good air and food are sent to the lady forster guest house at sydenham. toddlers from two years of age and upwards who are convalescent are sent to the marjorie lumley home, maidenheaddelicate babies in urgent need of skilled nursing",Stepney,wives,single term search,b19822820,Stepney.1920.b19822820.txt,1920
"on health and hygiene at the centres at each session, by the health visitor. this important feature of our work is now receiving more special attention. educational competitions were held in the summer. these included an examination in mothercraft based on the text-book, which is issued at the centres, ""to wives and mothers."" prior to the examination, mrs. sauer, one of our voluntary helpers, very kindly conducted a weekly 42 class, which was attended by about 15 mothers. other competitions included dressmaking' for young children, renovating, and laundry work. the competitions proved popular, and will probably be repeated. the voluntary",Southgate,wives,single term search,b19794873,Southgate.1920.b19794873.txt,1920
"only the mother at night, and 600 cubic feet per bed for wards to contain antenatal cases. midwives. under the midwives act, 1902, the duties of the council, as the local supervising authority for london were chiefly disciplinary in connection with the conduct, professional or otherwise, of mid61004 q 114 wives or persons practising as midwives within the county. to enable it to carry out these and allied duties the council appointed four qualified women medical practitioners, to inspect midwives and to investigate special cases. the midwives act, 1918, passed to amend the act of 1902 enlarged the council's responsibilities,",LondonCountyCouncil,wives,single term search,b18244105,LondonCountyCouncil.1920.b18244105.txt,1920
"or inevitable, and ignorance of the simple rules of health are perhaps the conditions which chiefly affect the health of infants in the homes of the poor. to pay rent for the minimum of cubic space, to live on insufficient food, and to supplement the weekly income by sending their wives out to work, are the means by which numbers of casual labourers keep themselves and their large families from the work-house. if the mother be obliged to go out to work, the neglect described as inevitable must follow. there are then certain injurious influences, the direct outcome of poverty,",KensingtonMetropolitanBorough,wives,single term search,b18235736,KensingtonMetropolitanBorough.1920.b18235736.txt,1920
