contextText,location_fromMOH,searchCriteria_list1,searchCriteria_type,source_bNumber,source_fileName,time_year
"58 of them were under five years of age, 54 between 5 and 12 years (the usual public elementary school age), 5 between 12 and 21, and 5 upwards of 21 years. their position in life may be summarised as follows :—sis were adults, viz., teacher, teacher's wife, messenger, porter, wife of a milk seller, and a female servant. one hundred and sixteen were children, viz., of artizans 38 (including painter 20, carpenter, joiner, etc., 9, plasterer 3), of labourers, etc., 20; of carman, cabman, horsekeeper,'busman 13, of persons employed on railways 9, of shop assistants, etc., 6, of agents",Kensington,wife,single term search,b19824300,Kensington.1888.b19824300.txt,1888
"charges for the ringing of the bells were adjusted by the vestry:— 8th mail, 1593.—at a vestrie the day and yere abovesaid in the prte of the vestriemen whose names are hereunder written it was agreed and orderyd that whatsoever inhabitante of this parishe who shall happen to burrye his wife shall not claim chalendge or have any right unto his wifes pewe after hir death, but to be dysposed by the churchwardens for the tyme being except any such pson soe burrienge his wife be or have bene high constable burgesse or vestrieman and it is further orderid that",Westminster,wife,single term search,b20057064,Westminster.1888.b20057064.txt,1888
"kirby; stone and ballast to work. one person; one-cabin; no berth. ""queen of the east. master gone ashore. captain and mate; no family. not one ""narrow"" boat along the route. april 24th, 1388.—""sydney,"" narrow boat. master, john rogers, no. 435; registered at wolverhampton by fellowes, morton & co. crew: master, wife and one child (not sent to school); cabin clean and tidy. ""ladywood,"" narrow boat. master, joseph ball, no. 608; registered at birmingham by john griffiths. crew: master, wife and boy. clean. ""william,"" narrow boat. master, thomas turner, no. 231; registered at wolverhampton to fellowes, morton & co. crew: master,",Rotherhithe,wife,single term search,b19955765,Rotherhithe.1888.b19955765.txt,1888
"aberdeen house female 36 years smallpox charwoman fulham hospital 1 15 31 103, jermyn street male 24 years typhoid fever lieutenant in h. m. navy 1 16 feb. 3 45, ingestre buildings female 25 years enteric fever tailoress fulham hospital 17 6 105, wardour street female 28 years typhoid fever wife of a surgeon 1 18 11 105, wardour street male 4½ years scarlet fever tailor hampstead hospital 1 19 11 105, wardour street male 3 years scarlet fever tailor hampstead hospital 1 20 15 throat hospital, golden square male 6 years scarlet fever schoolboy hampsttad hospital 21 16 2,",StJamess,wife,single term search,b1995637x,StJamess.1888.b1995637x.txt,1888
"in north kensington and 30 in south kensington, the uxbridge road being the dividing line. during the four weeks july 14th to august 10th, 11 cases were reported in south kensington. they occurred in ten houses in eight streets. nine of the sufferers were female domestic servants, one was the wife of a coachman, and one was the wife of a solicitor. excepting in one house no sanitary defect was observed. the ten houses were supplied with milk by five separate and large firms. the dates of invasion ranged from july 19 to august 9. several of the cases were",Kensington,wife,single term search,b19824312,Kensington.1889.b19824312.txt,1889
"marlboro' female 50 years cook enteric fulham i street fever hospital 3 6 8, st. james's male 20 years porter modified fulham i square smill pox hospital 4 a.pril 25 1, glasshouse street female 3 jears scarlet london fever hospital 1 fever 5 25 1, glasshouse street female 21 years wife of messenger scarlet i ger fever 6 25 1, glasshouse street female 4 months messenger scarlet i fever 7 26 1, glasshouse street male 5 years messenger scarlet i fever 8 26 1, glasshouse street male 4 years messenger scarlet i fever 9 27 17, broad street male 4",StJamess,wife,single term search,b19956381,StJamess.1889.b19956381.txt,1889
"however, all registered, and as the omission was accounted for the masters and owners were simply warned. on the 26th february the master of the ""dee"" was summoned at the west ham police court for indecent occupation, and was fined 20s. and 7s. costs. the boat was registered for man, wife and four children, and at the time of inspection was occupied by the master, his wife, a lad of 17 and a boy of five. no infectious disease was discovered on any canal boat within the district. twenty-five of the ordinary thames lighters, not under the shipping act, were",PortofLondon,wife,single term search,b19884138,PortofLondon.1889.b19884138.txt,1889
"61,218 3,175 5.18 368 1888-9 61,621 2,894 4.69 123 work of the collectors 11 resignation of a collector. on 18th november a letter was submitted to the vestry from mr. alfred aldin, the rate collector for ward no. 1 of st. margaret (knightsbridge) referring to the recent loss of his wife and to his continued ill-health, and respectfully requesting the vestry, in consideration of his forty-four years' service, to grant him a retiring allowance upon his resigning his office. this letter was referred to the finance committee for consideration and report. after duly weighing all the circumstances the committee recommended",Westminster,wife,single term search,b20057076,Westminster.1889.b20057076.txt,1889
"without any reference to the legal requirements as to proper sleeping accommodation. as an instance of this a boat has been recently inspected which, while registered for 17 persons, provided proper accommodation for four or five only. this particular boat could legally have carried in the after cabin a man, wife and 14 children, and in the fore cabin a man, wife and 12 children, in all, four adults and 26 children ! happily, however, she carried only three adults and three children, for whom there was ample space. thirteen cases have occurred of boats travelling while unregistered under the",PortofLondon,wife,single term search,b1988414x,PortofLondon.1890.b1988414x.txt,1890
"occupation recovered died. remarks. 12 1890. mar. 27 40, berwick street male 5 years typhoid fever fulham hospital journeyman painter 1 13 apr. 8 throat hospital male 15 years scarlet fever fulham hospital labourer 1 14 9 male scarlet fever 1 15 22 15, rupert street female erysipelas not removed wife of a tailor 1 16 20 102, st. james' residences female 11 years contd. fever not removed tailor 1 17 may 5 throat hospital, golden square male 11 years scarlet fever 103, peckham rye 1 18 13 1, argyll street male 7 years scarlet fever fever hospital, liverpool road",StJamess,wife,single term search,b19956393,StJamess.1890.b19956393.txt,1890
"richmond roads. the work connected with the laying out of this ground, referred to in the annual report of last year, has been completed at a total cost of 59 £800 17s. 9d. the ground which has been named thornhill gardens was opened to the public by mrs. barlow, the wife of the vicar on 16th may, 1890. other open spaces. stoke newington green, islington green, canonbury square gardens, barnsbury square gardens, thornhill gardens, edward square gardens, and the enclosures in caledonian road and goswell road, have been maintained as open spaces at the following expense:— £ s. d. labor",StMaryIslington,wife,single term search,b20056448,StMaryIslington.1890.b20056448.txt,1890
"operation, be paid by the county council out of the exchequer contribution account, provided the local government board approve such appointment or re-appointment as the case may be. among the several sections relating to legal proceedings may be mentioned that which makes a defendant charged with an offence, and the wife or husband of such defendant, a competent and compellable witness; and that which provides that all fines are to be the property of the vestry. the act promises to be a most useful measure, and one that can be easily worked, and it is certain that if the vestry",Shoreditch,wife,single term search,b20056850,Shoreditch.1891.b20056850.txt,1891
"omnibus for committees 3 17 6 „constable, re ""disorderly houses 15 0 0 „illuminated address to mr. g. s. elliott, late senior churchwarden 8 8 0 „uniforms for hall keeper and messengers 48 11 0 „gratuity voted by the vestry to mr. j. b. clarke for injuries sustained by his wife in falling over heap of gravel 5 0 0 ,,premiums on guarantee agreements 100 8 0 ,,repairs and alterations to vestry hall and offices 1,362 12 0 ,,repairs to cottage at pariali churchyard 10 0 0 carried forward 1,939 11 4 173,705 3 0 163,588 17 11 cafried forward",StMaryIslington,wife,single term search,b2005645x,StMaryIslington.1891.b2005645x.txt,1891
"was sent for to the hospital to see his son, as he was not expected to recover; exactly twelve days after, the father showed symptons of the disease, and was removed to the hospital, where both the child and father died. before the man was taken away he begged his wife not to visit him, there can be but little doubt the father contracted the disease through his visiting the hospital; and i cannot help but think in a case of this kind, when the mental depression is severe, and the system out of health, the visitor is most susceptible",MileEnd,wife,single term search,b19953987,MileEnd.1891.b19953987.txt,1891
"remarks apply also to the certificate of registration, which is obviously made out by the authority on the report of its inspector. the certificate is sometimes shown and an interpretation asked for. thus a boat was met with, registered for six adult persons, 35 male or female; or a man, wife or four children ; or man, wife and boy over 14. as a consequence, the master of the boat is quite unaware of the number which he may lawfully carry. the simplest and best plan is to give the number of adults which may be carried, each child being",PortofLondon,wife,single term search,b19884151,PortofLondon.1891.b19884151.txt,1891
"3 12 10, broad street, golden square small pox 4 16 6, clifford street, bond street erysipelas charing cross 5 20 oxford and cambridge club, pall mall male 17 years membraneous croup hospital charing cross hospital club servant 1 6 26 61, wardour street female 45 years erysipelas not removed wife of a tailor 1 7 27 54, king street, regent street female 23 years scarlet fever .86, guildford street, russell cashier 1 8 29 2, brewer street female 5 years scarlatina square not removed scholar eating house keeper 1 9 feb. 6 9, rose and crown yard female 5",StJamess,wife,single term search,b1995640x,StJamess.1891.b1995640x.txt,1891
"among the deaths registered in 1892, were four attributed to english cholera or choleraic diarrhoea, the dates of death being april 8th, july 22nd, july 30th, and september 8th. the deceased, aged respectively 24, 32, 40 and 58, comprised three males—a wire-worker, a painter, and a labourer—and one female, the wife of a postman. there was nothing to distinguish these cases from those cases of english cholera which occur every year in small numbers; but the case which occurred in september attracted some notice by reason of the severity of the symptoms: the sufferer was a man previously broken down",Kensington,wife,single term search,b19824348,Kensington.1892.b19824348.txt,1892
"5, market street male 32 years diphtheria not removed greengrocer 3 5 4, bentinek street female 3 years diphtheria stockwell hospital bootmaker died, jan. 7th 4 19 4, dufour's place female 6 years scarlet fever fulham hospital scholar labourer 5 21 12, bridle lane female 50 years erysipelas not removed wife of a carman 6 25 9, duke street female 8 years scarlatina not removed scholar builder 7 30 16, avenue mansions male 17 years diphtheria not removed electrician caretaker 8 feb. 11 15, ganton street female 6 years typhoid fever charing cross hospital scholar hawker 9 mar. 4 burlington",StJamess,wife,single term search,b18247155,StJamess.1892.b18247155.txt,1892
"hospital accommodation, and on small-pox, and on questions of school administration during the prevalence of infectious disease, see the office memoranda and reports on these subjects. r. thorne thorne, local government board, medical officer. medical department, august 26th, 1892. other zymotic diseases. glanders. in july it was reported that the wife of an ostler residing at compton mews, bloomsbury, had died from glanders in st. bartholomew's hospital. the deceased occupied rooms over a stable in the mews where a number of horses had been attacked with glanders. it was suggested at the inquest held upon this poor woman that she",StGilesCamden,wife,single term search,b19875873,StGilesCamden.1892.b19875873.txt,1892
"evening of friday, two days before his admission into the hospital, he arrived home and complained of feeling unwell. refusing food, he went to bed ; on saturday morning he left home for business; on saturday evening at 9 o'clock he returned. at this time his symptoms were acute, his wife became alarmed, and sought the advice of a local medical practitioner, who visited and prescribed for the patient. the severity of his symptoms increasing, he was removed to st. thomas's hospital at 1 o'clock on sunday morning."" the patient died on october 7th. very complete arrangements were made for",LondonCountyCouncil,wife,single term search,b18252412,LondonCountyCouncil.1892.b18252412.txt,1892
"the evening of friday, two days before his admission into the hospital, he arrived home and complained of feeling unwell. refusing food, he went to bed. on saturday morning he left home for business. on saturday evening at 9 o'clock he returned. at this time his symptoms were acute, his wife became alarmed and sought the advice of a local medical practitioner, who visited and prescribed for the patient. the severity of his symptoms increasing, he was removed to st. thorn . hospital at one o'clock on sunday morning. on the receipt of the first intimation, the residence of the",Lambeth,wife,single term search,b1995430x,Lambeth.1892.b1995430x.txt,1892
"factory, bermondsey infancy no 34 sydney square 19-12-92 r infancy no father of no. 2 - - 22-12-92 r school girl, coburg road not vacc. 48 brymer road (at infirmary, havi street) 15-12-92 - 50 hardcastle street 29-12-92 24-12-92 d waiter infancy - 871 old kent road 31-12-92 27-12-92 r wife of publican infancy - no vaccination marks 132 high street, peck ham 31-12-92 r infancy - - - 48 brymer road 3-1-93 r 27-12-92 - returned as not small-pox from m.a.b. hospital. - - - sister of no. 5 very doubtful case - 145 camberwell grove 5-1-93 - -",Camberwell,wife,single term search,b17996739,Camberwell.1893.b17996739.txt,1893
"a glass-cutter, worked for a glass insurance company, his workshop consisting of three small rooms opening into one another, practically forming one room, on the ground-floor of "" model "" buildings in st. saviours, southwark. the patient took up his abode in quinn's-buildings, waterloo bridge-road (in ward 1) with his wife and two young children which she took in to farm about four weeks before his illness began. no strangers were subsequently entered as tenants in the block save one family that came in after the commencement of patient's illness. patient's work took him to various districts, both in the",Southwark,wife,single term search,b17999352,Southwark.1893.b17999352.txt,1893
"limited and finally arrested, and it is interesting to note that none of the cases proved fatal. on the 1st of may, the first cases came to my notice, being those of mr. and mrs.-of danbrook road, streatham. the husband was then in the third day of eruption and the wife convalescent, she having been taken ill a fortnight previously. i at once had the whole of the occupants of the house vaccinated and by concerted arrangements with the surveyor, the household was kept in quarantine—our action being subsequently approved by the board. the son and another inmate of the",Wandsworth,wife,single term search,b17999741,Wandsworth.1893.b17999741.txt,1893
"as occupiers. with regard to the qualification of married women as electors, it is provided by sec. 43 that ""a woman shall not be disqualified by marriage for being on any local government rogister of electors, or for being an elector of any local authority, provided that a husband and wife shall not both bo qualified in respect of the same property."" section 44 contains instructions as to the manner in which the register of parochial electors is to bo prepared. a question here 120 arises as to whether the first election, which is to be held in november next,",StJamess,wife,single term search,b19956411,StJamess.1893.b19956411.txt,1893
"particulars of the case, extracted from the medical officer's report to the london county council:— t. s. (male), age 26, builder, ottaway road, hackney. on september the 16th he ate a bloater for breakfast, and he subsequently ate some whelks. on september the 17th he ate pickled pork, which his wife and children shared, both remaining well. at 1 a.m. on the 18th, vomiting and diarrhoea with cramps in the limbs set in. the stools looked like rice-water. on the afternoon of the same day he was admitted into st. bartholomew's hospital in a state of collapse. the diarrhoea had",Hackney,wife,single term search,b18041450,Hackney.1893.b18041450.txt,1893
"date of illness. date of notification date of removal to hospital 1 maud k.* 12 daughter of a milk purveyor 412, portobello road sept. 22nd oct. 22nd oct. 23rd 2 \ james k.‡§ 48 milk purveyor 412, ,, oct. 12th oct. 22nd died at home. 3 mary, t.** 2 7 wife of a plasterer 414, ,, oct. 18th oct. 20th oct. 20th 4 alfred h.† 10 son of a labourer 414, ,, oct. 9th oct. 23rd oct. 23rd 5 caroline h.* 10 daughter of a labourer 414, ,, oct. 18th oct. 23rd oct. 23rd 6 francis p. † 40 painter",Kensington,wife,single term search,b17998797,Kensington.1893.b17998797.txt,1893
"the disease who had also been in the infirmary three weeks; the next was a man who had been discharged from the infirmary a fortnight he having also been an inmate of the same ward as the two previous cases; this man lived in old church road and had a wife and family, three of his children contracted the disease within a month. on april 1st a case occurred at freeman's cottages, old church road, and as this patient worked at bright & may's sweetmeat manufactory in the same locality, i made a careful enquiry from all the employees as",MileEnd,wife,single term search,b17998049,MileEnd.1893.b17998049.txt,1893
"requiring accommodation while their houses are being disinfected."" shoreditch—"" an eight-room house, situate at 18, branch-place, was taken by the vestry at a rental of 18s. per week and furnished with such articles as are likely to be required by any family placed in temporary occupation. a caretaker and his wife were put in charge to look after the premises, air the rooms, bedding, &c., and to make ready for any persons whom it may be necessary to send there whilst their own dwellings are being disinfected. since august, 18, branch-place has been used for the accommodation of a family",LondonCountyCouncil,wife,single term search,b18252424,LondonCountyCouncil.1893.b18252424.txt,1893
"isolation of suspected persons, and the more thorough disinfection of their houses in their absence. as an example of the value of vaccination in the prevention of contagion from small-pox, i may mention an instance which occurred this year. a man contracted small-pox, and was removed to hospital, and his wife and children isolated, as they had all been in direct contact with him. they had all been thoroughly vaccinated, and all escaped, while a friend of the patient's, who came in to see him for only a few minutes, when he was first taken ill, contracted the disease ;",Lewisham,wife,single term search,b17998980,Lewisham.1894.b17998980.txt,1894
"210 houses in which infectious diseases occurred 745 506 visits made to infected houses 2,405 1,196 patients removed to the hospitals 462 348 houses disinfected 632 363 rooms disinfected 676 420 articles of clothing, bedding, &c., disinfected 11,352 8,630 *including diarrhœa. legal proceedings were taken against a man and his wife in pimlico for having failed to report a case of scarlet fever, to which they had not called in a medical attendant; they were convicted and fined altogether seven shillings and twenty-five shillings costs. certificates are now sent to the head teachers of schools after disinfection has been carried",HanoverSquare,wife,single term search,b17998128,HanoverSquare.1894.b17998128.txt,1894
"illness appears, however, to have corresponded in time of development with the early cases forming part of the general outbreak, and there can be little doubt that he was infected by the milk just as the rest of the early sufferers were. the boy who assisted j. d., mr. a.'s wife and daughter, a milk clerk, and a woman living in a cottage on the farm, were also attacked by scarlet fever, but in none of them did the first symptoms date back so far as in the case of j. d., and the possibility of their having originally infected",LondonCountyCouncil,wife,single term search,b18252436,LondonCountyCouncil.1894.b18252436.txt,1894
"small-pox, and was so reported on the 26th. upon this diagnosis, the brother, who had first been unwell, made enquiries, and found that on march 21st, exactly 12 days before he felt ill, he had conversed for some little time with, and had received some cash from, a man whose wife and children had just previously been removed to a small-pox hospital, and who, moreover, was himself removed 2 days later. there cannot be much doubt, therefore, but that this gentleman had in reality suffered from a mild attack of small-pox, and that his sister caught the disease from him.",Croydon,wife,single term search,b1978658x,Croydon.1894.b1978658x.txt,1894
"76, high street r 27 5, bickmore street 14 m r „ 28 ,, ,, ,, 18 f sister r february 3 5, union street 38 f nursing patient at 5, burford's court r ,, ,, ,, ,, ,, 16 m mother r „ 15 ,, ,, ,, 39 m wife r „ 23 33, rook street 32 f 76, high street r march 7 68, east india road 22 f not known r april 5 69, bath street 21 f not known. a domestic servant sent home from hampstead r „ 30 41, manilla street 22 m from a",Poplar,wife,single term search,b17999157,Poplar.1894.b17999157.txt,1894
"to mr. foot could not be received in evidence as against the husband, and he was not satisfied by any other evidence we were able to produce that defendant was aware that his children were suffering from small-pox. he therefore dismissed the summons. 9, birkbeck street. mrs. k , the wife of a baker, was summoned before mr. haden corser for exposing articles of clothing infected with scarlet fever. mrs. k's child had been certified by a well-known medical practitioner in the neighbourhood to be suffering from scarlet fever; the offer of removal to hospital was declined, and the mother",BethnalGreen,wife,single term search,b17997689,BethnalGreen.1894.b17997689.txt,1894
"smallpox, the girl who was actually attending to the shop having had the disease for about a fortnight and the man for about a week, both patients being under the care of a medical practitioner. the basement floor of the house was occupied by a man, aged 55, and his wife ; the man was suffering from smallpox, having been attacked about four days previously, and his wife had just recovered from the same disease, and in her case also the nature of the disease had been mistaken by a medical practitioner. the three patients who were actually suffering from",Fulham,wife,single term search,b17998268,Fulham.1894.b17998268.txt,1894
"following particulars will show:— no. of case date. age. occupation. residence. vaccinated or not. where treated. result. remarks. 1 mar 43 tradesman little queen street — highgate hospital recovered 2 apr. 18 servant vernon place yes ship ""atlas"" do. contracted riisease at west ham whilst visiting relatives. 3 may 23 wife of carman 60, kent»n street (?) do. do. .was rt moved with mother to hospital ship and died there | —disease was not developed until after ^removal. *4 1 mtb. son of carman do. after infection do. died 5 ,, 15 — 39, hunter street no do. recovered 6",StGilesCamden,wife,single term search,b19875885,StGilesCamden.1894.b19875885.txt,1894
"and remained there till monday, when they were taken away by the dustman. on the 15th the child was ailing, and was notified to me on the 19th as suffering from diphtheria. on 19th, saturday evening, the husband of the tramp came into the shop and told the proprietor his wife had diphtheria. unfortuately his name and address were not taken, and although enquiry was made in all the common lodging houses, and the police and poor law authorities notified, no trace of the woman could be obtained. it was ascertained that the child was in the yard on the",KingstonuponThames,wife,single term search,b19969934,KingstonuponThames.1895.b19969934.txt,1895
"at hereford ; as he had only been a couple of days in london previous to illness the disease could not have been contracted here. the medical officers of health of the urban and rural sanitary authorities at hereford knew of no case of small-pox in their respective districts. the wife informed me the only possible clue was that her husband had complained of having come into contact with some very dirty tramps whilst he was out rifle shooting in a field near hereford. no. 4, july 8th.—h. k., set. 22 years, vaccinated, had slept two nights previous to illness",StGilesCamden,wife,single term search,b19875897,StGilesCamden.1895.b19875897.txt,1895
"opinion the nuisance constituted a danger to health. as far back as the 4th september, 1894, considerable correspondence in respect to this nuisance passed between the agent of the property and the vestry, and every opportunity was given to the owner to abate the nuisance. subsequently proceedings were instituted, the wife of the occupier of the house stating that they had been unable to use the w.c. on account of bad smells experienced in the ground floor back room, when used, and that she had complained to the landlord who took no notice, except to send and pour disinfectants down",Battersea,wife,single term search,b17996971,Battersea.1895.b17996971.txt,1895
"brothers vaccinated. all three played together in street during holidays 72 „ 13 .. 12 chas morris, 1, heneage st., r.c.l.h. 45 laborer works as frozen meat laborer at nelson bros., thames street 73 p. house „ 14 5 „ 13 elizabeth liddle, 23, gt. eastern buildings, eieldgate street 22 wife of railway porter vac. infancy. removed from london hospital. husband works at haydon square goods depot 74 p. house „ 16 „ ? joseph marks, 54, old montague street 15 cabinet maker do. employed in pelham street 75 p. house 16 „ 14 edward wright, 1, chicksand place 29",Whitechapel,wife,single term search,b19883687,Whitechapel.1895.b19883687.txt,1895
"in small masses. amongst the crowds of bacteria present no comma bacilli could be recognised. cultivations were made, but so far there is no evidence of cholera vibrios being present."" dr. klein subsequently reported that the final result in this case was negative. (iii.) j. t., female, aged 57, the wife of a tailor living at amberley-road, paddington, was attacked on 28th september with vomiting and diarrhoea. on the 30th she was worse, and suffered from cramps in the limbs. the stools were said to be like orange water. on the 1st october she was seen by a medical man,",LondonCountyCouncil,wife,single term search,b18252448,LondonCountyCouncil.1895.b18252448.txt,1895
"the husband occupied a separate one, and nursed by the district visiting nurse, and an untrained nurse who remained in the house. the latter prepared the husband's food ; but she was given strict directions about rendering her hands aseptic. nevertheless, the husband fell ill about a week after the wife got up. no other source of infection besides his wife could be tfaced. 39. remarks.—the facts given above are, i consider, conclusive proof that this epidemic was caused by a particular milk supply. a. source of infection.—a considerable number of milk epidemics of enteric fever have been reported in",Plumstead,wife,single term search,b19885003,Plumstead.1895.b19885003.txt,1895
"etc., be approved and adopted subject to the substitution of the words ""sanitary inspector davies for the words ""medical officer of health"" in paragraph l, and the omission of the words ""medical officer of health"" in paragraphs 3 and 9. (see also by-laws and regulations.) 118 obituary. mrs. brownfield, the wife of mr. samuel brownfield, formerly a commissioner for public baths and washhouses and public libraries, died on 14th december, 1895, and on 17th december, 1895, the vestry, on the motion of mr. vice-chairman bisley, seconded by mr. mabbs, instructed the clerk to write to mr. brownfield expressing the condolence",Rotherhithe,wife,single term search,b19955832,Rotherhithe.1895.b19955832.txt,1895
"or beginning of september, a family named neicho went hop-picking on a farm at waterbury, near maidstone, kent. several of the hop-pickers were suffering from what was said to be "" german measles,"" and are said to have been 4 ???oved (presumably to hospital). about the middle of september the wife of one of ???members of the family returned with her husband to faulkner street, forest gate. day or two later she was found to be suffering from small-pox, and was removed to hospital on the 16th september, and ten days later her husband was also removed to hospital suffering",WestHam,wife,single term search,b19975612,WestHam.1895.b19975612.txt,1895
"street male 4 years scarlet fever fulham hospital scholar bootmaker 5 6 8, sherwood street female 11 years scarlet fever stockwell hospital scholar porter 6 6 52, beak street female 7 months scarlet fever fulham hospital nil tailor 7 6 52, beak street female 26 years scarlet fever fulham hospital wife of a tailor ... 8 11 123, wardour street female 18 months membraneous croup not removed nil carman died 9 13 31, berwick street female 3 years scarlet fever not removed nil porter 10 13 34, berwick street female 10 years scarlet fever not removed scholar carman 11 16",StJamess,wife,single term search,b18019225,StJamess.1896.b18019225.txt,1896
"had decided to undertake the lighting of the southwark park road and gomm road entrances to the park. 151 staff. clerk's department. on 16th february, 1897, the town hall committee reported having considered at to the appointment of a hall and house keeper, and recommended—(1) that a man and hit wife be appointed as hall keeper and house keeper respectively, at a salary of 30/- per week for the nun, and 15/- per week for the woman, together with apartments, coal and gas, and a uniform for the man, and that not more than two children be allowed to reside",Rotherhithe,wife,single term search,b19955844,Rotherhithe.1896.b19955844.txt,1896
"this boy's father, at some date not exactly fixed, but after the child fell ill, left town on the tramp. his wife, jane m-, aged 23, fell ill on the 19th april, and was removed to hospital on the 21st. the fourth case was that of annie h-, aged 23, wife of the keeper of the common lodging house. she fell ill about the same time, and was also removed on the 21st. the last case was that of walter m-, aged 31, who having gone, from london after his boy's illness developed, returned home on april 23rd, having fallen",Kensington,wife,single term search,b18239997,Kensington.1896.b18239997.txt,1896
"born), and had a severe attack of confluent smallpox at the hospital, whither it was removed on feb, 19th. 39 in the upstairs rooms at 30, ufford street were living at the time the n. family—a man, his wife, and 3 children under 10 years of age. the husband and wife had been vaccinated in infancy, and two of the children had also been vaccinated ; none of these sickened, but the unvaccinated child (emily n.) who was born on feb. 11th, sickened on feb, 23rd, i.e., exactly 12 days after it was born into a small-poxinfected house. the mother",Lambeth,wife,single term search,b18249589,Lambeth.1896.b18249589.txt,1896
"no. 1. victoria road—no serious defects in drains. supposed to have contracted the disease at city offices. „ 2. 14, pelham terrace— probably contracted by unloading some decomposing grains. „ 3 „ 4 15, pelham terrace—probably infected by no. 2, as the patients lived next door. they were man and wife and the disease was doubtless predisposed to by the dirty state of their apartments. „ 5. pelham terrace—in the same house as no. 2, and doubtless infected by him. 55 no. 6. the grange—attributed to eating oysters a burham. the drains of the house were found to be very",Lee,wife,single term search,b19885052,Lee.1896.b19885052.txt,1896
"every 20 males, or 12 females, and i have had no difficulty in doing so except in two instances where there are one and two persons over the number. the standard cannot, of course, reasonably be applied to a domestic workshop (laundry for instance) where perhaps a man and his wife work with two or three female employes. apart from such cases, i think the standard is a fair one and should be enforced. at my instance, 25 additional water-closets have been provided in connection with 16 workshops. smoke nuisances. 13 cases came under notice, and 11 intimations, or warnings,",Wandsworth,wife,single term search,b18039212,Wandsworth.1896.b18039212.txt,1896
"and these existed in one family at 109 east ferry road. the complaint was contracted by the mother visiting her daughter in canning town, who was suffering from small pox. the father caught the disease from the mother; the brother also visited his sister and contracted small pox, and his wife was also attacked, in addition to their little girl aged two years. the usual disinfection steps were taken. mr. hitchins the vaccination officer has kindly furnished me with the following statistics :— january to june, 1896. births. ( notified.) dead. vaccinations. insusceptible poplar 960 84 .. • 578 •",Poplar,wife,single term search,b19885039,Poplar.1896.b19885039.txt,1896
"this boy's father, at some date not exactly fixed, but after the child fell ill, left town on the tramp. his wife, jane m., aged 23, fell ill on the 19th april, and was removed to hospital on the 21st. the fourth case was that of annie h., aged 23, wife of the keeper of the common lodging.hguse. she fell ill about the same time, and was also removed on the 21st. the last case was that of walter m., aged 31, who, having gone from london after his boy's illness developed, returned home on april 23rd, having fallen ill",LondonCountyCouncil,wife,single term search,b1825245x,LondonCountyCouncil.1896.b1825245x.txt,1896
"road—male, aged 36 years. he was removed to hospital on the 16th inst., and the premises were disinfected by your officers on the same day. since then the rooms occupied have been stripped of their paper, limewhited, and re-papered. the medical officer visited the premises, and learned from the patient's wife that the patient had been vaccinated in infancy, but not since, and that he had been for some weeks engaged in drainage work at the "" german flag "" public-house, st. george's-in-the-east. in the patient's family are wife and four children, ranging from 3 years to 12 years—all vaccinated",Poplar,wife,single term search,b19885040,Poplar.1896.b19885040.txt,1896
"with a very sore face, from which matter was oozing. he was at once sought out (case 263), and was found at work, although alone, and it was noticed that his face showed unmistakable signs of confluent small pox. he had then completely recovered. it was further discovered that his wife bad had two or three spots on her face, and enquiries revealed the following history. on may 10th, she felt very unwell, with severe pains in her back, and next day she had a miscarriage. a few days later, two or three spots appeared on her face, and these",Islington,wife,single term search,b17998761,Islington.1896.b17998761.txt,1896
"adulterated with 10 per cent. of water and deficient in cream to the extent of 37 per cent. 18th june. fined £3. milk. adulterated with 7 per cent. of water and deficient in cream to the extent of 33 per cent. 18 th june. owner of the shop in africa. wife managed the business. summons withdrawn upon suggestion of the magistrate. malt vinegar. vinegar containing not more than 4 per cent. of malt vinegar, the remainder being dilute acetic acid. 1st july. fined £2 and 2/- costs. milk. adulterated with 10 per cent. of water. 27th july. fined £1 and",Whitechapel,wife,single term search,b19883699,Whitechapel.1897.b19883699.txt,1897
"who had done a good deal. (hear, hear.) the gentleman whom he hoped again to see a minister in the house of commons had referred to his connec tion with the public press : the very same question came up that day in his home, and he said to his wife that he looked back upon his connection with the press with vastly more satisfaction than the promotion of anything philanthropic or educational, because he had always endeavoured in a very humble way to purify and elevate that great institution. (cheers.) he had never written a sentence in which he",Shoreditch,wife,single term search,b20056874,Shoreditch.1897.b20056874.txt,1897
"female 9 years diphtheria not removed scholar porter 2 2 14, broad street female 2 years scarlet fever western fever hospital scholar tailor 3 14 14, king street, regent street male 6 years diphtheria not removed scholar publican 4 20 12, bridle lane female 63 years facial erysipelas not removed wife of a coachman 5 22 83, st. james's residences female 5 years diphtheria tooting hospital scholar widow 6 25 25, broad street female 16 years diphtheria haverstock hill hospital tailoress tailor 7 feb. 1 10, carnaby street female 28 years diphtheria fulham hospital 8 1 80, berwick street female",StJamess,wife,single term search,b18247167,StJamess.1897.b18247167.txt,1897
